consulta_id,consulta,doi,titulo,resumen_corto,n_metodos,mejor_posicion,relevante
Q3,artificial intelligence applications,10.1007/s10462-025-11160-7,A comprehensive review of artificial intelligence - based algorithm towards fetal facial anomalies detection (2013–2024),"This review explores the growing need for AI-based algorithms in diagnosing fetal facial anomalies, which are often difficult to detect due to limitations in current imaging techniques like ultrasound and MRI. These challenges include low resolution, motion ar",0,,1.0
Q3,artificial intelligence applications,10.1007/s10462-025-11310-x,"Advances in liver, liver lesion, hepatic vasculature, and biliary segmentation: a comprehensive review of traditional and deep learning approaches","Liver segmentation plays a critical role in medical imaging, aiding in diagnosis, treatment planning, and surgical interventions for liver diseases. Precise segmentation of liver structures, including vessels, tumors, and other substructures, is essential for ",0,,1.0
Q3,artificial intelligence applications,10.1007/s10462-025-11109-w,Artificial intelligence in four-dimensional imaging for motion management in radiation therapy,"Four-dimensional imaging (4D-imaging) plays a critical role in achieving precise motion management in radiation therapy. However, challenges remain in 4D-imaging such as a long imaging time, suboptimal image quality, and inaccurate motion estimation. With the ",0,,1.0
Q3,artificial intelligence applications,10.1007/s10462-025-11269-9,Tianji’s horse racing optimization (THRO): a new metaheuristic inspired by ancient wisdom and its engineering optimization applications,"In this study, we introduce a novel metaheuristic algorithm named Tianji’s horse racing optimization (THRO), inspired by the Chinese historical story of Tianji’s horse racing. The story illustrates how Tianji leveraged his strengths to counteract his opponent’",0,,1.0
Q3,artificial intelligence applications,10.1007/s10462-026-11561-2,Correction: Imbalanced data oversampling through subspace optimization with Bayesian reinforcement,Correction to: Artificial Intelligence Review (2026) 59:1 https://doi.org/10.1007/s10462-025-11417-1,0,,0.0
Q4,federated learning privacy preservation,10.1007/s10462-025-11170-5,Exploring privacy mechanisms and metrics in federated learning,The federated learning (FL) principle ensures multiple clients jointly develop a machine learning model without exchanging their local data. Various government enacted prohibition policies on data exchange between organizations have led to the need for privacy,4,1.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11555-0,Survey of privacy preserving federated tree-based learning,The convergence of machine learning (ML) and the increasing concerns of data privacy have spurred the development of privacy-preserving techniques. Federated learning (FL) has emerged as a promising paradigm for collaborative model training across decentralize,4,1.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-024-11082-w,Advancements in securing federated learning with IDS: a comprehensive review of neural networks and feature engineering techniques for malicious client detection,"Federated Learning (FL) is a technique that can learn a global machine-learning model at a central server by aggregating locally trained models. This distributed machine-learning approach preserves the privacy of local models. However, FL systems are inherentl",4,2.0,0.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11519-4,A survey of privacy-preserving federated learning for intrusion detection systems,"Intrusion detection systems (IDS) monitor and detect malicious activity and unauthorized access that may compromise systems. Traditional IDS approaches send data to a central server for analysis, raising privacy concerns as data owners lose control over securi",4,3.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11632-4,Fairness in federated medical imaging: a systematic review through the dual fairness lens,"Federated learning (FL) enables multi-institutional collaboration in medical imaging while preserving patient privacy, yet its fairness landscape remains fragmented: existing methods predominantly address either collaboration fairness (equitable performance ac",4,4.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-025-11475-5,"A survey on group fairness in federated learning: challenges, taxonomy of solutions and directions for future research","Group fairness in machine learning is an important area of research focused on achieving equitable outcomes across different groups defined by sensitive attributes such as race or gender. Federated learning, a decentralized approach to training machine learnin",4,5.0,0.0
Q4,federated learning privacy preservation,10.1007/s10462-025-11489-z,Advancements and challenges of federated learning in medical imaging: a systematic literature review,"Cancer diagnosis has entered an era where precision depends not only on image quality but on the intelligence that interprets it. While deep learning has revolutionized medical imaging, its reliance on centralized data limits collaboration due to privacy const",4,5.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11508-7,Federated learning on magnetic resonance imaging: a critical review,Federated learning is a promising method for developing collaborative and privacy-preserving medical AI models in dispersed geographical areas. While FL enables the development of robust and generalizable imaging models by leveraging diverse data sources distr,4,5.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11574-x,The application of federated learning in breast cancer diagnosis and treatment: a survey,Breast cancer (BC) is one of the most common malignancies among women and is associated with complex mechanisms in cell signalling pathways and tumour heterogeneity. These complexities have made the early screening and selection of effective treatments a signi,4,7.0,1.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11515-8,A systematic review of Green Machine Learning: practices and challenges for sustainability,"The growing energy demands and environmental impact of Machine Learning (ML) models have established Green Machine Learning (GML) as an important field for sustainable AI progress. This systematic review incorporates recent advances in energy-aware ML, contrib",3,10.0,0.0
Q4,federated learning privacy preservation,10.1007/s10462-026-11579-6,Navigating threats in federated recommender systems: a survey of attack models and defense strategies,"Federated Learning (FL) has emerged as a prominent solution for privacy-preserving and efficient learning mechanisms. However, recent investigations have highlighted that the security vulnerabilities of FL remain largely unexplored in Recommender Systems (RS).",1,10.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11476-4,Advances in Alzheimer’s disease diagnosis with machine learning and deep learning techniques: a comprehensive review,"Alzheimer’s disease (AD) is a chronic neurological disease and one of the main causes of dementia in around the world. Traditional diagnostic techniques have limits in terms of subjectivity and resource availability, despite the fact that early and accurate id",4,1.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11195-w,"Machine learning and deep learning based psoriasis recognition system: evaluation, management, prognosis—where we are and the way to the future","Psoriasis, a chronic inflammatory skin disease, poses significant diagnostic challenges due to its heterogeneous clinical manifestations and overlap with other dermatological conditions. The inconsistencies in diagnostic standards and variability in disease pr",4,2.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11302-x,A recent advances on autism spectrum disorders in diagnosing based on machine learning and deep learning,"Neurological disorders affect communication ability, social interaction, and a person’s conduct. Early diagnosis and treatment of ASD during the early stages of a person’s life may result in better outcomes and a higher quality of life for patients. Current me",4,3.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-026-11633-3,Deep learning for heart disease anomaly detection: performance factors and algorithms,"Heart disease is a prevalent concern for individuals in every age group, as it significantly impacts their health and remains a leading cause of mortality today. An effective heart disease detection method is essential for people to assess their heart conditio",4,4.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11304-9,Optimizing deep learning with improved Harris Hawks optimization for Alzheimer’s disease detection,"As the global population ages, Alzheimer’s disease (AD) poses a significant worldwide challenge as a leading cause of dementia, with a slow early progression that eventually leads to nerve cell death and currently lacks effective treatment. However, early diag",3,5.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11479-1,Deep learning for ECG-based cardiovascular disease diagnosis: a systematic review and meta-analysis,"Deep learning (DL) has emerged as an approach to identify complex trends in electrocardiogram data. However, there are inconsistencies in the methods used and results. We aimed to assess the efficacy of the state-of-the-art DL algorithms on ECG data to classif",3,6.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-024-11083-9,Intelligent strategy for severity scoring of skin diseases based on clinical decision-making thinking with lesion-aware transformer,"Skin diseases are numerous in types and high in incidence, posing a serious threat to human health. Accurately assessing the severity of skin diseases helps dermatologists in making personalized treatment decisions. However, focusing solely on the skin lesion ",3,7.0,0.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11146-5,Deep learning frameworks for MRI-based diagnosis of neurological disorders: a systematic review and meta-analysis,"The automatic diagnosis of neurological disorders using Magnetic Resonance Imaging (MRI) is a widely researched problem. MRI is a non-invasive and highly informative imaging modality, which is one of the most widely accepted and used neuroimaging modalities fo",3,7.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-024-11100-x,"Deep learning and computer vision in plant disease detection: a comprehensive review of techniques, models, and trends in precision agriculture","Plant diseases cause significant damage to agriculture, leading to substantial yield losses and posing a major threat to food security. Detection, identification, quantification, and diagnosis of plant diseases are crucial parts of precision agriculture and cr",3,8.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-026-11560-3,"L.L. Thurstone, The law of effect and the dynamics of deep learning “a deep history of deep learning”","Deep learning (DL), a variant of the neural network algorithms originally proposed in the early twentieth century, has resulted in a renaissance of artificial intelligence. Despite the growing dominance of DL networks, little is understood about the learning m",2,3.0,0.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11258-y,Alzheimer’s disease detection using deep learning and machine learning: a review,"Alzheimer’s disease (AD) is a progressive neurodegenerative disorder that significantly impacts cognitive function, posing challenges in early diagnosis and treatment. Advances in artificial intelligence (AI) have revolutionized medical image analysis, providi",2,4.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-026-11613-7,"Ai for rice leaf disease detection: benchmarks, bias, optimization, and deployment readiness","Rice leaf diseases threaten yield, grain quality, and field-management decisions across intensive and smallholder production systems. Visual scouting remains essential, but it is labor-intensive, subjective, and difficult to scale under variable light, cultiva",2,8.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11347-y,Applications of machine learning for computer-aided diagnosis of Parkinson’s disease: progress and benchmark case study,Machine learning (ML) has emerged as a vital tool for the diagnosis of Parkinson’s Disease (PD). This study presents a comprehensive review on the applications of ML for computer-aided diagnosis (CAD) of PD. We conducted a comprehensive review by searching art,1,6.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-025-11153-6,Current and future roles of artificial intelligence in retinopathy of prematurity,"Retinopathy of prematurity (ROP) is a severe condition affecting premature infants, leading to abnormal retinal blood vessel growth, retinal detachment, and potential blindness. While semi-automated systems have been used in the past to diagnose ROP-related pl",1,10.0,1.0
Q5,aprendizaje profundo para el diagnostico de enfermedades,10.1007/s10462-026-11606-6,"Explainable artificial intelligence in neurology: a holistic exploration of models for diagnosis, progression tracking, and treatment planning","Neurological disorders, including neurodegenerative diseases, are among the leading causes of disability and mortality worldwide, with profound effects on cognition, sensory function, motor performance, and overall quality of life. Despite decades of research,",0,,1.0
Q6,cars that drive themselves without a human,10.1007/s10462-026-11604-8,Ranging from prediction to planning via machine learning approaches for autonomous driving: a survey,"Accurately predicting the future trajectories of surrounding agents and planning a safe, comfortable trajectory for the automated vehicle (AV) are of utmost importance for autonomous driving systems (ADS). In particular, the rise of machine learning-driven int",4,1.0,1.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11436-y,Finer monocular depth estimation with long range in various driving lighting environments,"Depth estimation methods for autonomous driving application face numerous challenges, such as capturing fine details and handling varying lighting conditions. Based on these challenges, LRDepth is proposed to improve the depth estimation task, which includes a",4,2.0,1.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11442-0,Graph network learning for human skeleton modeling: a survey,"Over the past few decades, Human Skeleton Modeling (HSM) has gained considerable attention in computer vision, exploring various practical applications such as the video surveillance, the human-computer interaction, the medical assistance analysis, and the aut",4,2.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11467-5,"Aigc-driven human-machine intelligence in ITS: technologies, applications, evaluation framework, challenges, and future directions","This paper explores the integration of Artificial Intelligence Generated Content (AIGC), a rapidly evolving branch of generative AI, with Human-Machine intelligence (HMI) to enhance the functionality of Intelligent Transportation Systems (ITS). As transportati",4,5.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11309-4,Advances in artificial intelligence for olfaction and gustation: a comprehensive review,"This review explores the transformative role of artificial intelligence (AI) in enhancing our understanding of olfaction and gustation, two senses that significantly influence human behavior and decision-making. AI methodologies, including machine learning and",3,5.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11203-z,Web Intelligence (WI) 3.0: in search of a better-connected world to create a future intelligent society,"Over the past two decades, Web Intelligence (WI) has emerged as a key field driving the evolution of AI in the connected world, addressing the demands of a future intelligent society. This paper provides a comprehensive review of WI’s contributions since its i",2,7.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11129-6,A novel reinforcement learning-based multi-operator differential evolution with cubic spline for the path planning problem,"Path planning in autonomous driving systems remains a critical challenge, requiring algorithms capable of generating safe, efficient, and reliable routes. Existing state-of-the-art methods, including graph-based and sampling-based approaches, often produce sha",1,9.0,1.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11212-y,Multi-object tracking review: retrospective and emerging trend,"Multi-object tracking (MOT) is a critical task involving detecting and continuously tracking multiple objects within a video sequence. It is widely used in various fields, such as autonomous driving and intelligent security. In recent years, deep learning arch",1,9.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-026-11492-y,Advances on risky driver behaviour detection in road vehicles: a systematic literature review,"The automotive sector is undergoing continuous technological evolution driven by the demand for sustainable and safe vehicles. Among the main factors influencing safety, driver behaviour has been identified as a critical contributor to road crashes. This syste",1,10.0,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-024-11060-2,"A systematic survey on human pose estimation: upstream and downstream tasks, approaches, lightweight models, and prospects","In recent years, human pose estimation has been widely studied as a branch task of computer vision. Human pose estimation plays an important role in the development of medicine, fitness, virtual reality, and other fields. Early human pose estimation technology",0,,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11430-4,A survey on deep learning for 2D and 3D human pose estimation,Human pose estimation is a fundamental task in computer vision and robotics that involves detecting the human body joints from images or videos. It became a rapidly evolving field with applications ranging from action recognition to healthcare. This survey pro,0,,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11109-w,Artificial intelligence in four-dimensional imaging for motion management in radiation therapy,"Four-dimensional imaging (4D-imaging) plays a critical role in achieving precise motion management in radiation therapy. However, challenges remain in 4D-imaging such as a long imaging time, suboptimal image quality, and inaccurate motion estimation. With the ",0,,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11281-z,General information metrics for improving AI model training efficiency,To address the growing size of AI model training data and the lack of a universal data selection methodology–factors that significantly drive up training costs–this paper presents the General Information Metrics Evaluation (GIME) method. GIME leverages general,0,,0.0
Q6,cars that drive themselves without a human,10.1007/s10462-025-11398-1,A systematic review of multi-modal large language models on domain-specific applications,"While Large Language Models (LLMs) have shown remarkable proficiency in text-based tasks, they struggle to interact effectively with the more realistic world without the perceptions of other modalities such as visual and audio. Multi-modal LLMs, which integrat",0,,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11350-3,Defending against attacks in deep learning with differential privacy: a survey,"Recently, we have witnessed the revolutionary development of deep learning. As the application domain of deep learning has expanded, its privacy risks have attracted attention since deep leaning methods often use private data for training. Some methods for att",4,1.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-026-11574-x,The application of federated learning in breast cancer diagnosis and treatment: a survey,Breast cancer (BC) is one of the most common malignancies among women and is associated with complex mechanisms in cell signalling pathways and tumour heterogeneity. These complexities have made the early screening and selection of effective treatments a signi,4,1.0,1.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11366-9,A dynamic operation room scheduling DORS strategy based on explainable AI and fuzzy interface engine,"Poor surgical scheduling causes major problems in hospital operating rooms, such as long patient wait times, underutilized operating rooms, and high costs. Existing scheduling approaches, which are static or less adaptable, fail to handle real-time unpredictab",4,3.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11387-4,Efficient mortality prediction for acute respiratory failure: a resource-constrained machine learning approach using MIMIC databases,"Accurate prediction of mortality in Acute Respiratory Failure (ARF) patients at intensive care unit (ICU) admission can improve patient outcomes and resource management. However, ICU environments often face challenges like missing test results and limited reso",4,3.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11489-z,Advancements and challenges of federated learning in medical imaging: a systematic literature review,"Cancer diagnosis has entered an era where precision depends not only on image quality but on the intelligence that interprets it. While deep learning has revolutionized medical imaging, its reliance on centralized data limits collaboration due to privacy const",4,4.0,1.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-024-11101-w,"A comprehensive and systematic literature review on intrusion detection systems in the internet of medical things: current status, challenges, and opportunities","The increasing number of medical devices in the Internet of Medical Things (IoMT) environment has raised significant cybersecurity concerns. These devices often have weak security features, poor design, and insufficient authentication protocols, making them vu",2,5.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-026-11555-0,Survey of privacy preserving federated tree-based learning,The convergence of machine learning (ML) and the increasing concerns of data privacy have spurred the development of privacy-preserving techniques. Federated learning (FL) has emerged as a promising paradigm for collaborative model training across decentralize,2,7.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11478-2,The quality of AI-generated answers for patient inquiries on urolithiasis: a comparative study of ChatGPT and Deepseek,"Patients increasingly rely on easily accessible online resources, often ignoring source credibility. Large Language Models such as ChatGPT and DeepSeek provide free, near human interaction on any imaginable topic, including medical conditions. While the benefi",2,8.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11373-w,"Securing (vision-based) autonomous systems: taxonomy, challenges, and defense mechanisms against adversarial threats","The rapid integration of computer vision into Autonomous Systems (AS) has introduced new vulnerabilities, particularly in the form of adversarial threats capable of manipulating perception and control modules. While multiple surveys have addressed adversarial ",2,9.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11335-2,Applications of deep learning in tea quality monitoring: a review,Tea is a popular beverage which can offer numerous benefits to human health and support the local economy. There is an increasing demand for accurate and rapid tea quality evaluation methods to ensure that the quality and safety of tea products meet the custom,2,10.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-026-11646-y,"AI-governed hospitals-of-the-future under industry 5.0: intelligent personalisation, cloud-integrated AI, and human-centred governance","Artificial intelligence is reshaping hospital care delivery through federated learning pipelines, edge-cloud inference architectures, and AI-driven clinical decision support. Yet the translation of these AI capabilities into patient-centred, institutionally go",1,8.0,1.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11264-0,"Artificial intelligence applications in delirium prediction, diagnosis, and management: a systematic review","Delirium is a prevalent, acute, and reversible neuropsychiatric syndrome in elderly populations, notable for its high incidence and mortality rates, both of which impose a substantial burden on patient outcomes and healthcare systems. Currently, the detection ",1,9.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-026-11536-3,Machine learning approaches for asthma exacerbation predictions: a systematic review,"Asthma exacerbations are critical events that can lead to severe health complications, hospitalizations, and increased healthcare costs. Accurate prediction of these exacerbations is essential for timely intervention and improved patient outcomes. Traditional ",1,10.0,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11146-5,Deep learning frameworks for MRI-based diagnosis of neurological disorders: a systematic review and meta-analysis,"The automatic diagnosis of neurological disorders using Magnetic Resonance Imaging (MRI) is a widely researched problem. MRI is a non-invasive and highly informative imaging modality, which is one of the most widely accepted and used neuroimaging modalities fo",0,,0.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-026-11508-7,Federated learning on magnetic resonance imaging: a critical review,Federated learning is a promising method for developing collaborative and privacy-preserving medical AI models in dispersed geographical areas. While FL enables the development of robust and generalizable imaging models by leveraging diverse data sources distr,0,,1.0
Q7,protecting patient data when training models across hospitals,10.1007/s10462-025-11296-6,A comprehensive review of AI methods in upper extremity/limb bone fracture detection,"Accurate detection of bone fractures is crucial for patient care, however, the traditional manual review of medical images like X-rays, Computed Tomography (CT) scans, Magnetic Resonance Imaging (MRIs), and ultrasounds is time-consuming and labor-intensive. Th",0,,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-024-11072-y,QSHO: Quantum spotted hyena optimizer for global optimization,"Spotted Hyena Optimizer (SHO) is a population-based metaheuristic algorithm inspired by the spotted hyenas’ social behavior, and it has been developed to solve global optimization problems. SHO has shown superior performance over its competitive metaheuristic ",4,1.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-026-11578-7,Quantum adversarial machine learning: from classical adaptations to quantum-native methods,"Machine learning has revolutionized numerous industrial domains. Despite recent advances, machine learning models remain vulnerable to adversarial threats. Adversarial machine learning is a field that studies these vulnerabilities to build robust machine learn",4,1.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11381-w,"Quantum computing revolution in healthcare: a systematic review of applications, issues and future directions","Conventional treatment methods make even the most basic healthcare issues more complicated, which in turn increases the number of parties involved. Classical computing lacks the speed and accuracy needed for effective stakeholder collaboration in COVID-19 heal",4,2.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11136-7,Quantum deep learning in neuroinformatics: a systematic review,"Neuroinformatics involves replicating and detecting intricate brain activities through computational models, where deep learning plays a foundational role. Our systematic review explores quantum deep learning (QDL), an emerging deep learning sub-field, to asse",4,3.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-024-11045-1,Neural combinatorial optimization with reinforcement learning in industrial engineering: a survey,"In recent trends, machine learning is widely used to support decision-making in various domains and industrial operations. Because of the increasing complexity of modern industries, industrial engineering aims not only to increase cost-effectiveness and produc",4,4.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-026-11642-2,"Achieving the quantum advantage across smart grid: delineating challenges, opportunities, and future crosswalks","Quantum computing (QC) has established itself as a disruptive technology that has the potential to enhance computational capabilities across next-generation energy systems. Its integration into smart grids can enable intelligent decision-making, secure control",4,4.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11120-1,Quantum encoding whale optimization algorithm for global optimization and adaptive infinite impulse response system identification,"The whale optimization algorithm (WOA) is motivated by the predatory nature of bubble nets and mimics dwindling and encircling, bubble net persecuting, and randomized wandering and foraging actions to locate the expansive adequate value. However, the WOA has s",4,6.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11279-7,Multigroup cooperative evolutionary optimization algorithm combined with quantum entanglement for cross-field applications,"Swarm intelligence algorithms are a class of bionic probabilistic heuristic search methods that are inspired by the collective behaviors of biological agents. In this paper, a multigroup cooperative evolutionary optimization algorithm is proposed by referring ",4,6.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11438-w,Alzheimer’s disease brain image segmentation using multi-feature fusion in 3D Rényi entropy model and quantum hybrid optimization,"Alzheimer’s disease (AD) is a prevalent neurodegenerative disorder, and its early diagnosis critically depends on accurate segmentation of brain pathological images. However, conventional multi-threshold image segmentation (MIS) methods often exhibit high sens",4,8.0,0.0
Q8,quantum computing for combinatorial optimization,10.1007/s10462-025-11132-x,Dna coding theory and algorithms,"DNA computing is an emerging computational model that has garnered significant attention due to its distinctive advantages at the molecular biological level. Since it was introduced by Adelman in 1994, this field has made remarkable progress in solving NP-comp",4,9.0,0.0
Q9,deep learning,10.1007/s10462-025-11350-3,Defending against attacks in deep learning with differential privacy: a survey,"Recently, we have witnessed the revolutionary development of deep learning. As the application domain of deep learning has expanded, its privacy risks have attracted attention since deep leaning methods often use private data for training. Some methods for att",4,1.0,1.0
Q9,deep learning,10.1007/s10462-026-11560-3,"L.L. Thurstone, The law of effect and the dynamics of deep learning “a deep history of deep learning”","Deep learning (DL), a variant of the neural network algorithms originally proposed in the early twentieth century, has resulted in a renaissance of artificial intelligence. Despite the growing dominance of DL networks, little is understood about the learning m",4,1.0,1.0
Q9,deep learning,10.1007/s10462-024-11079-5,Application of deep learning for high-throughput phenotyping of seed: a review,Seed quality is of great importance for agricultural cultivation. High-throughput phenotyping techniques can collect magnificent seed information in a rapid and non-destructive manner. Emerging deep learning technology brings new opportunities for effectively ,4,2.0,1.0
Q9,deep learning,10.1007/s10462-025-11368-7,A survey on deep learning fundamentals,"Deep learning, driven by big data and graphic processing units, has garnered significant attention across various domains. The flexibility of network architectures, combined with their diverse components, has allowed deep learning techniques to be applied acro",4,2.0,1.0
Q9,deep learning,10.1007/s10462-024-11033-5,Edge deep learning in computer vision and medical diagnostics: a comprehensive survey,"Edge deep learning, a paradigm change reconciling edge computing and deep learning, facilitates real-time decision making attuned to environmental factors through the close integration of computational resources and data sources. Here we provide a comprehensiv",4,3.0,1.0
Q9,deep learning,10.1007/s10462-025-11265-z,Deep learning for land use classification: a systematic review of HS-LiDAR imagery,"Remote sensing (RS) technologies have significantly advanced Earth observation capabilities, enhancing the characterization and identification of surface materials through both spaceborne and airborne systems. These advancements are crucial for improving envir",4,3.0,1.0
Q9,deep learning,10.1007/s10462-025-11427-z,Correction: Enhancing CCTA image quality: a review of deep learning approaches for advanced artifact correction and denoising,Correction to: Artificial Intelligence Review (2025) 58:331,4,3.0,1.0
Q9,deep learning,10.1007/s10462-025-11136-7,Quantum deep learning in neuroinformatics: a systematic review,"Neuroinformatics involves replicating and detecting intricate brain activities through computational models, where deep learning plays a foundational role. Our systematic review explores quantum deep learning (QDL), an emerging deep learning sub-field, to asse",3,5.0,1.0
Q9,deep learning,10.1007/s10462-026-11501-0,Remote sensing image change detection using deep learning techniques: a comprehensive survey,"In recent years, deep learning algorithms have been widely regarded as the preferred method for remote sensing image analysis and have been successfully applied in the field of change detection. However, currently only a few comprehensive review papers on deep",3,8.0,1.0
Q9,deep learning,10.1007/s10462-025-11150-9,A survey of small object detection based on deep learning in aerial images,"Small object detection poses a formidable challenge in the field of computer vision, particularly when it comes to analyzing aerial remote sensing images. Despite the rapid development of deep learning and significant progress in detection techniques in natura",2,5.0,1.0
Q9,deep learning,10.1007/s10462-024-11080-y,Advancing paleontology: a survey on deep learning methodologies in fossil image analysis,"Understanding ancient organisms and their interactions with paleoenvironments through the study of body fossils is a central tenet of paleontology. Advances in digital image capture now allow for efficient and accurate documentation, curation, and interrogatio",2,10.0,1.0
Q9,deep learning,10.1007/s10462-025-11353-0,Unlocking the potential of deep learning in brain stroke prognosis: a systematic literature review,"Stroke remains a significant global health concern, necessitating accurate and timely prognosis to optimize patient care and outcomes. In recent years, deep learning, a subset of artificial intelligence, has emerged as a promising tool for enhancing stroke pro",1,8.0,1.0
Q9,deep learning,10.1007/s10462-025-11401-9,Deep learning for multivariate time series anomaly detection: an evaluation of reconstruction-based methods,"In the field of anomaly detection in time series, remarkable advances based on deep learning methodologies and, more specifically, reconstruction-based methods have been proposed. These methods are particularly valuable, as they can capture the fundamental str",1,9.0,1.0
